cs_word_1,cs_word_2,average
vstřebat,učit,2.93103448275862
vstřebat,vlastnit,0.6896551724137931
vybrat,zvolit,8.750000000000002
vyhlásit,oznámit,7.79761904761905
vyhrát,dokončit,3.214285714285714
vyhrát,dominovat,5.952380952380953
vyhrát,uspět,7.321428571428571
vylekaný,úzkostlivý,4.166666666666667
vypátrat,najít,7.499999999999999
vysvětlit,dokázat,4.642857142857144
vytratit se,zmizet,8.571428571428573
vytrvalost,kapela,0.11494252873563217
vytvořit,budovat,6.8390804597701145
vytvořit,představit,1.3690476190476188
vytvořit,udělat,7.321428571428572
vytvořit,zničit,0.22988505747126434
vyšetřovat,prohlédnout,5.229885057471265
vyšetřovat,usilovat,1.1494252873563218
vyžadovat,dotazovat,3.273809523809524
vzduch,hélium,1.7261904761904758
vzorec,poleno,0.0
vzorec,rovnice,6.964285714285715
vzít,doručit,1.4942528735632181
vzít,nést,3.6309523809523805
vzít,obdržet,2.3214285714285707
vzít,odejít,0.28735632183908044
vzít,ukrást,5.416666666666666
vzít,vlastnit,2.0833333333333335
vzít,získat,4.761904761904762
víkend,týden,2.0114942528735624
víno,brandy,2.7976190476190483
víno,lihovina,4.523809523809524
víra,dojem,2.1839080459770113
víra,koncept,1.9047619047619047
víra,květina,0.1724137931034483
víra,názor,3.5714285714285725
vítěz,cíl,2.857142857142857
vítěz,kandidát,1.9642857142857137
vítěz,přítomnost,0.3448275862068966
vítězství,triumf,9.310344827586208
východ,průchod,3.3908045977011496
výdrž,síla,5.238095238095238
včela,královna,1.964285714285714
včela,mravenec,1.6091954022988504
věda,psychologie,4.080459770114943
vědět,chápat,4.761904761904762
vědět,věřit,2.241379310344827
vězení,volba,0.17857142857142858
věž,zvon,1.1904761904761905
věžička,kaple,3.160919540229885
vůdce,manažer,7.2413793103448265
whisky,gin,4.345238095238095
whisky,šampaňské,3.2183908045977008
yard,palec,2.6785714285714284
zabít,bránit,0.5357142857142856
zabít,dusit,3.7931034482758617
zabít,pověsit,4.404761904761905
zabít,zničit,5.402298850574712
zachránit,ochraňovat,4.942528735632184
zadání,úkol,7.202380952380951
zaměstnavatel,zaměstnanec,1.6666666666666663
zapomenout,ignorovat,2.8571428571428577
zapomenout,učit,0.22988505747126434
zapomenout,vědět,0.4166666666666666
zapomenout,zachovat,0.47619047619047616
zasloužit,vydělat,4.482758620689655
zasnoubit,oženit,5.654761904761903
zatížený,těžký,4.195402298850574
začít,jít,1.7816091954022986
začít,přestat,0.23809523809523808
začít,vzniknout,6.32183908045977
zbraň,kožešina,0.1724137931034483
zbraň,nůž,5.238095238095239
zbraň,trik,0.29761904761904756
zbraň,úsvit,0.05952380952380952
zbytečný,potřebný,0.7142857142857142
zdvořilý,řádný,2.2023809523809526
zeptat,modlit,0.4597701149425286
zeptat,žádat,4.166666666666666
zima,léto,1.0119047619047619
zima,období,4.022988505747126
zjevit,zúčastnit,1.964285714285714
zjevný,zřejmý,9.195402298850576
zkusit,myslet,0.9770114942528736
zločin,krádež,6.839080459770117
zločin,podvod,6.666666666666666
zločin,porušení,5.459770114942529
zmizet,scvrknout,2.2988505747126435
znečištění,ovzduší,0.8928571428571429
znečištění,prezident,0.0
zničit,postavit,0.29761904761904756
zničit,udělat,0.41666666666666663
zobrazit,oznámit,2.0114942528735633
zobrazit,rozhodnout,0.17857142857142858
zoufalství,bída,5.344827586206897
způsobilost,dovednost,4.999999999999999
zrno,káva,2.619047619047619
zubař,plukovník,0.11494252873563217
zvláštní,mazaný,0.9195402298850575
zvláštní,podivný,8.86904761904762
zvon,dveře,0.3571428571428571
zvíře,člověk,1.6666666666666665
zábava,fotbal,2.142857142857143
zábradlí,plot,5.402298850574713
zásadní,důležitý,8.154761904761907
získat,dostat,7.241379310344829
získat,najít,3.1547619047619047
získat,obdržet,7.873563218390805
zúčastnit,dorazit,4.8275862068965525
zůstat,zachovat,3.7499999999999996
éra,desetiletí,4.821428571428571
úkol,dálnice,0.40229885057471254
úkol,práce,5.344827586206898
úkol,sláma,0.0
úkol,žena,0.0
úkryt,chatrč,2.5862068965517238
úsilí,obtížnost,2.142857142857143
ústa,ret,5.977011494252875
ústa,zub,2.6190476190476195
útes,ocas,0.05952380952380952
úzký,široký,0.4022988505747126
účastnit,připojit,4.702380952380953
úžasný,naštvaný,0.05952380952380952
čepice,kabát,1.4942528735632181
čerstvý,široký,0.17857142857142858
činnost,pohyb,5.535714285714285
člověk,cvok,1.206896551724138
člověk,dívka,3.1547619047619055
člověk,partner,2.5862068965517246
článek,časopis,3.2738095238095246
čokoláda,koláč,1.6071428571428572
číst,chápat,1.6091954022988502
řeka,moře,2.7976190476190474
řeka,potok,6.30952380952381
řeka,údolí,1.130952380952381
řidič,pilot,5.344827586206897
říct,ověřit,0.8333333333333333
říct,účastnit,0.8620689655172413
šampión,vítěz,8.630952380952383
široký,úzký,0.17857142857142858
škola,známka,1.309523809523809
škola,zákon,0.9770114942528738
špatný,hrozný,7.5
špatný,nemorální,5.402298850574713
špatný,příšerný,8.392857142857142
špatný,skvělý,0.23809523809523808
špatný,vinný,3.6206896551724133
špatný,úžasný,0.4022988505747126
špinavý,levný,0.632183908045977
špinavý,úzký,0.0
štěstí,mír,1.8452380952380951
šálek,kornout,0.8045977011494254
šálek,sklenice,5.45977011494253
šéf,starosta,4.022988505747127
šílený,bláznivý,8.85057471264368
šťastný,mladý,0.8620689655172415
šťastný,naštvaný,0.6321839080459771
šťastný,naštvaný,0.6321839080459771
šťastný,potěšený,6.896551724137931
šťastný,veselý,7.298850574712644
žaludek,ložnice,0.29761904761904756
žaludek,pás,0.11904761904761904
žaludek,žíla,0.6321839080459768
žebrat,zeptat,1.1904761904761905
žena,kožešina,0.4166666666666666
žena,manželka,6.0344827586206895
žena,muž,0.7738095238095237
žena,sekretářka,2.5595238095238098
ženich,nevěsta,2.202380952380952
židle,lavička,5.402298850574711
životopis,beletrie,1.8965517241379308
žádat,žebrat,4.540229885057469
žák,prezident,0.05952380952380952
